,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6,Abundance,Type,phylum,class,order,family,genus,species,
ASV73,0.005156854,0.008738003,0.012462398,0.00673256,0.011173184,0.005156854,0.008236642,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.,
ASV1478,0,0.000572984,0,0,0,0.002291935,0.000477487,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Schizoplasmodiids,g__unclassified_f__Schizoplasmodiids,s__unclassified_f__Schizoplasmodiids,
ASV1474,0,0.001145968,0,0,0,0,0.000190995,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.,
ASV2599,0.00143246,0,0,0,0.000859476,0,0.000381989,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__WIM80-lineage,g__WIM80-lineage_X,s__WIM80-lineage_X_sp.,
ASV899,0.000286492,0,0,0.001145968,0,0,0.000238743,Pro,p__Discoba,c__Heterolobosea,o__Heterolobosea_X,f__Gruberellidae,g__Stachyamoeba,s__Stachyamoeba_sp.,
ASV3661,0,0,0,0,0,0.001289214,0.000214869,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.,
ASV78,0,0,0.002148689,0.008738003,0.004154133,0,0.002506804,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV2967,0,0,0.001862197,0.00143246,0,0,0.00054911,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Haptoria_X,g__Haptoria_XX,s__Haptoria_XX_sp.,
ASV7,0.026357255,0.026500501,0.036957456,0.021486893,0.022776107,0.013035382,0.024518932,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV2595,0.001575705,0,0,0,0,0,0.000262618,Pro,p__Ciliophora,c__Phyllopharyngea,o__Cyrtophoria,f__Chilodonellidae,g__Chilodonellidae_X,s__Chilodonellidae_X_sp.,
ASV3803,0,0,0,0,0.001862197,0.000286492,0.000358115,Pro,p__Apicomplexa,c__Apicomplexa_X,o__unclassified_c__Apicomplexa_X,f__unclassified_c__Apicomplexa_X,g__unclassified_c__Apicomplexa_X,s__unclassified_c__Apicomplexa_X,
ASV1845,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV10,0.027216731,0.044549491,0.042544048,0.014467841,0.033806045,0.02334909,0.030988874,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV56,0.008881249,0.006875806,0.006159576,0.006159576,0.008594757,0.050565822,0.014539464,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV3652,0,0,0,0,0,0.002291935,0.000381989,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.,
ASV23,0.009883971,0.01203266,0.012605644,0.011459676,0.013751612,0.009024495,0.011459676,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Proleptomonadidae,g__Proleptomonas,s__Proleptomonas_faecicola,
ASV4258,0,0,0,0,0.00143246,0,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.,
ASV3953,0,0,0.001718951,0,0,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV2257,0.003437903,0,0,0,0.003008165,0,0.001074345,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV3013,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Granofilosea,o__Limnofilida,f__Limnofilidae,g__Limnofilidae_X,s__Limnofilidae_X_sp.,
ASV2651,0.000572984,0,0,0.000572984,0,0,0.000190995,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV4257,0,0,0,0,0.00143246,0,0.000238743,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV1930,0,0,0,0,0.001002722,0.001289214,0.000381989,Pro,p__Conosa,c__Mycetozoa-Myxogastrea,o__Trichiales,f__Trichiaceae,g__Perichaena,s__Perichaena_depressa,
ASV3632,0,0,0,0,0,0.002721673,0.000453612,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV3649,0,0,0,0,0,0.00143246,0.000238743,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV11,0.028362699,0.010313709,0.014611087,0.02406532,0.015900301,0.031084372,0.020722915,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__Filamoeba_sp.,
ASV137,0.008308265,0.001862197,0.004154133,0.003008165,0.005729838,0.006302822,0.004894237,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__WIM80-lineage,g__WIM80-lineage_X,s__WIM80-lineage_X_sp.,
ASV864,0,0.001289214,0,0,0,0,0.000214869,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV152,0,0.003581149,0.003437903,0.002578427,0.003581149,0.001575705,0.002459056,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV1523,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV2600,0.00143246,0,0,0,0,0,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae,
ASV2386,0.00143246,0,0,0,0,0,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV1530,0.00071623,0.00071623,0,0,0,0.000429738,0.000310366,Pro,p__Ciliophora,c__Colpodea,o__Bursariomorphida,f__Bryometopidae,g__Bryometopus,s__Bryometopus_pseudochilodon,
ASV2802,0.000286492,0,0,0,0.00071623,0,0.00016712,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Amphileptidae,g__Amphileptidae_X,s__Amphileptidae_X_sp.,
ASV2273,0,0,0,0,0.002148689,0,0.000358115,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV48,0,0.003581149,0.004870362,0.007305544,0.004010887,0.002578427,0.003724395,Pro,p__Cercozoa,c__Novel-clade-10-12,o__Tremulida,f__Tremulidae,g__Tremula,s__Tremula_longifila,
ASV921,0.003151411,0,0.003151411,0.003294657,0,0,0.00159958,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV389,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_vonderheydeni,
ASV2961,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Ciliophora,c__Oligohymenophorea,o__Scuticociliatia,f__Scuticociliatia_X,g__Scuticociliatia_XX,s__Scuticociliatia_XX_sp.,
ASV221,0,0,0.00071623,0.000286492,0.000143246,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphidae,g__Tracheleuglypha,s__Tracheleuglypha_dentata,
ASV298,0.002148689,0.002005443,0.001862197,0.00071623,0.001718951,0.001862197,0.001718951,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Neocercomonas,s__Neocercomonas_jutlandica,
ASV1489,0.001002722,0.000429738,0,0.000572984,0.001718951,0,0.000620733,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV1498,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV3644,0,0,0,0,0,0.002721673,0.000453612,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae,
ASV4249,0,0,0,0,0.002005443,0,0.000334241,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV360,0.000286492,0.002005443,0.000429738,0,0,0,0.000453612,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allantion,s__Allantion_sp.,
ASV455,0.002864919,0,0.00071623,0,0,0.002435181,0.001002722,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.,
ASV3972,0,0,0.00143246,0,0,0,0.000238743,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV2563,0.003008165,0,0,0,0,0,0.000501361,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV3949,0,0,0.002005443,0,0,0,0.000334241,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Gonostomum,s__Gonostomum_strenuum,
ASV320,0,0.002291935,0.002005443,0.00143246,0.001718951,0.000859476,0.001384711,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_sp.,
ASV2906,0,0,0,0.004154133,0,0.002864919,0.001169842,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__Cercomonas_longicauda,
ASV365,0,0.001575705,0,0,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV1031,0,0,0,0.001002722,0,0.002435181,0.000572984,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__unclassified_o__Platyophryida,g__unclassified_o__Platyophryida,s__unclassified_o__Platyophryida,
ASV3998,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV4324,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV2943,0,0,0,0.00143246,0,0,0.000238743,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__Colpodidae_X,s__Colpodidae_X_sp.,
ASV2968,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV1378,0,0.003151411,0,0,0,0,0.000525235,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV2627,0.001145968,0,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas,
ASV1819,0,0,0.003724395,0,0,0,0.000620733,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV96,0.008308265,0.004440625,0.003294657,0.006302822,0.005156854,0.002578427,0.005013608,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV54,0.007019052,0.005586592,0.007019052,0.008021773,0.018621974,0.002005443,0.008045648,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae,
ASV188,0.004297379,0.016473285,0.007305544,0.01948145,0.003437903,0.007735281,0.009788474,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Oxytricha,s__Oxytricha_sp.,
ASV3,0.086090818,0.068614812,0.0601633,0.07964475,0.057728119,0.083082653,0.072554075,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV1463,0,0.000572984,0,0,0,0.000572984,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_caudratti,
ASV388,0.002864919,0.00071623,0,0.002291935,0.000429738,0.001575705,0.001313088,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__unclassified_g__Filamoeba,
ASV1445,0.001002722,0.001289214,0.000143246,0.00143246,0.001002722,0,0.000811727,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV4240,0,0,0,0,0.004440625,0,0.000740104,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata,
ASV363,0.002578427,0.003008165,0.002005443,0.003437903,0.003151411,0.001718951,0.00265005,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae,
ASV1854,0.00071623,0,0.000143246,0.000859476,0,0,0.000286492,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Pseudourostylidae,g__Pseudourostyla,s__Pseudourostyla_franzi,
ASV1448,0,0.00143246,0,0,0,0,0.000238743,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__unclassified_o__Haptoria,g__unclassified_o__Haptoria,s__unclassified_o__Haptoria,
ASV2966,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV72,0,0.006589314,0.007592036,0.005156854,0.004583871,0,0.003987013,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.,
ASV2910,0,0,0,0.004010887,0.007019052,0,0.001838323,Pro,p__Lobosa,c__Lobosa_X,o__Lobosa_XX,f__LKM74-lineage,g__LKM74-lineage_X,s__LKM74-lineage_X_sp.,
ASV2993,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Penardia-lineage,g__Penardia-lineage_X,s__Penardia-lineage_X_sp.,
ASV25,0.00601633,0.012892136,0.015757055,0.007162298,0.006302822,0.004870362,0.008833501,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV1404,0,0.002721673,0.001289214,0.001862197,0.001718951,0,0.001265339,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV2982,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Vampyrellidae,g__Vampyrella,s__Vampyrella_sp.,
ASV1392,0,0.003294657,0,0,0.002864919,0.004870362,0.001838323,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV3973,0,0,0.001718951,0,0,0,0.000286492,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae,
ASV3700,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.,
ASV2309,0,0,0,0,0.003294657,0,0.00054911,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV2609,0.001002722,0,0,0,0.002148689,0,0.000525235,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae,
ASV3121,0,0,0.000572984,0.000429738,0,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV1371,0,0.002005443,0,0,0.001862197,0.00143246,0.00088335,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Filosa-Imbricatea_X,f__Nudifilidae,g__Nudifila,s__Nudifila_producta,
ASV1917,0.00071623,0,0.002005443,0,0,0.000286492,0.000501361,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV960,0,0,0.001718951,0,0,0,0.000286492,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV3298,0,0,0,0,0,0.001718951,0.000286492,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV3969,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV2953,0,0,0,0.00143246,0,0.002005443,0.000572984,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV3257,0,0,0,0,0.004010887,0,0.000668481,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae,
ASV1422,0,0.001718951,0,0,0,0,0.000286492,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__unclassified_o__Haptoria,g__unclassified_o__Haptoria,s__unclassified_o__Haptoria,
ASV350,0.00143246,0.002005443,0.001145968,0,0,0.00071623,0.00088335,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV2635,0.001002722,0,0.001289214,0,0,0,0.000381989,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV1452,0,0.001289214,0,0,0.00143246,0,0.000453612,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Gonostomum,s__Gonostomum_strenuum,
ASV3376,0,0,0.001289214,0,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae,
ASV2672,0.000572984,0,0.00143246,0,0.001575705,0,0.000596858,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV149,0.003151411,0.004010887,0,0,0.002435181,0.002721673,0.002053192,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV3690,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV4243,0,0,0,0,0.003437903,0,0.000572984,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__unclassified_o__Cercomonadida,g__unclassified_o__Cercomonadida,s__unclassified_o__Cercomonadida,
ASV2650,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV59,0.013035382,0.009454233,0.009597479,0.008738003,0.009883971,0.007162298,0.009645228,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV50,0.010313709,0.009024495,0.003581149,0.011602922,0.005013608,0.009454233,0.008165019,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__Flamella_arnhemensis,
ASV1438,0,0.001002722,0,0.000143246,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cavernomonas,s__Cavernomonas_stercoris,
ASV2589,0.001718951,0,0.000859476,0,0,0.000859476,0.000572984,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV997,0,0.001002722,0,0,0.000429738,0,0.000238743,Pro,p__Eukaryota_XX,c__Eukaryota_XXX,o__Eukaryota_XXXX,f__Eukaryota_XXXXX,g__Eukaryota_XXXXXX,s__Eukaryota_XXXXXX_sp.,
ASV1413,0,0.002148689,0,0,0,0,0.000358115,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV1421,0,0.002291935,0.001862197,0,0,0,0.000692355,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV1711,0,0.000429738,0,0,0.000859476,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__unclassified_g__Paracercomonas,
ASV2550,0.011029938,0,0.002578427,0,0,0,0.002268061,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV3633,0,0,0.00143246,0,0,0.002578427,0.000668481,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV276,0,0.000859476,0,0.002005443,0.001718951,0.002005443,0.001098219,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV1432,0,0.001718951,0,0,0,0,0.000286492,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV2259,0,0,0.00673256,0,0.004154133,0,0.001814449,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV937,0,0.000859476,0,0,0,0.000286492,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__unclassified_f__Allapsidae,s__unclassified_f__Allapsidae,
ASV1867,0,0,0.003867641,0,0,0,0.000644607,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Filosa-Sarcomonadea_X,f__Filosa-Sarcomonadea_XX,g__Filosa-Sarcomonadea_XXX,s__Filosa-Sarcomonadea_XXX_sp.,
ASV2948,0,0,0,0.001718951,0.000143246,0,0.000310366,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV253,0.002148689,0.002005443,0.002864919,0.001718951,0.003437903,0.002435181,0.002435181,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.,
ASV895,0,0,0,0.002864919,0,0,0.000477487,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV1370,0,0.004727116,0,0,0,0,0.000787853,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__Platyophryidae,g__Platyophrya,s__unclassified_g__Platyophrya,
ASV2271,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.,
ASV361,0,0.000143246,0,0,0.001002722,0.000429738,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__unclassified_g__Filamoeba,
ASV2950,0,0,0,0.001862197,0,0,0.000310366,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
