,aCO2-1,aCO2-2,aCO2-3,aCO2-4,aCO2-5,aCO2-6,Abundance,Type,phylum,class,order,family,genus,species
ASV286,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.
ASV3282,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV1201,0,0,0,0.000286492,0.001002722,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
ASV3268,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV1710,0,0,0,0,0.001002722,0.000429738,0.000238743,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Thaumatomonadidae,g__Thaumatomonas,s__unclassified_g__Thaumatomonas
ASV866,0,0,0,0.003724395,0,0,0.000620733,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata
ASV1832,0,0,0,0,0.003008165,0,0.000501361,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV296,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Filosa-Sarcomonadea_X,f__Filosa-Sarcomonadea_XX,g__Filosa-Sarcomonadea_XXX,s__Filosa-Sarcomonadea_XXX_sp.
ASV278,0.001862197,0.002291935,0.001575705,0.002721673,0.003581149,0.000859476,0.002148689,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV369,0,0.001862197,0.001575705,0,0,0,0.000572984,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.
ASV1649,0,0.001002722,0,0,0.000429738,0,0.000238743,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.
ASV1909,0,0.000429738,0,0,0.000572984,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV2306,0.002005443,0,0,0,0,0,0.000334241,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV981,0,0,0,0.001575705,0,0,0.000262618,Pro,p__Discoba,c__Jakobida,o__Jakobida_X,f__Jakobidae,g__Andalucia,s__Andalucia_sp.
ASV424,0,0,0.000429738,0.001002722,0.000143246,0,0.000262618,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV118,0.001145968,0.000859476,0.003294657,0.003294657,0,0,0.00143246,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX
ASV1558,0.001002722,0.001289214,0,0,0,0,0.000381989,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV43,0.006302822,0.007735281,0.010600201,0.007592036,0.006589314,0.003437903,0.007042926,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
ASV60,0,0,0.00744879,0.008881249,0,0.001862197,0.003032039,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__Brandtodinium,s__Brandtodinium_nutricula
ASV3283,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Discoba,c__Heterolobosea,o__Heterolobosea_X,f__Heterolobosea_XX,g__Heterolobosea_XXX,s__Heterolobosea_XXX_sp.
ASV841,0,0,0,0.007592036,0,0,0.001265339,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia
ASV2308,0.001862197,0,0,0,0,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__unclassified_o__Glissomonadida,g__unclassified_o__Glissomonadida,s__unclassified_o__Glissomonadida
ASV994,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
ASV232,0,0.002291935,0.002291935,0,0.002864919,0,0.001241465,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
ASV184,0.000572984,0.001289214,0.002721673,0.002578427,0.002578427,0.001145968,0.001814449,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Penardia-lineage,g__Penardia-lineage_X,s__Penardia-lineage_X_sp.
ASV1437,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV267,0.001862197,0.004583871,0.001145968,0.000859476,0.001575705,0.00071623,0.001790575,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV2607,0,0.004870362,0,0,0,0.002005443,0.001145968,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__Platyophryida_X,g__Kuklikophrya,s__Kuklikophrya_ougandae
ASV39,0,0,0.008594757,0,0,0,0.00143246,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata
ASV3274,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV86,0,0.006446068,0.004583871,0,0.00143246,0.00143246,0.00231581,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV225,0,0,0.002435181,0.002721673,0,0,0.000859476,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Teretomonas,s__Teretomonas_rotunda
ASV73,0.010170463,0.007305544,0.006446068,0.007305544,0.007592036,0.002148689,0.006828057,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
ASV1907,0.000429738,0,0,0,0.000859476,0,0.000214869,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__WIM1-lineage,g__WIM1-lineage_X,s__WIM1-lineage_X_sp.
ASV1065,0,0.002005443,0,0.00071623,0,0,0.000453612,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__unclassified_f__Allapsidae,s__unclassified_f__Allapsidae
ASV899,0.00143246,0.00071623,0,0.002005443,0,0,0.000692356,Pro,p__Discoba,c__Heterolobosea,o__Heterolobosea_X,f__Gruberellidae,g__Stachyamoeba,s__Stachyamoeba_sp.
ASV849,0.002721673,0,0,0.005586592,0,0,0.001384711,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella
ASV1182,0,0.000429738,0,0,0.002864919,0.000286492,0.000596858,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.
ASV1081,0,0,0,0.00071623,0.000572984,0,0.000214869,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Vampyrellida_X,g__Thalassomyxa,s__Thalassomyxa_sp.
ASV78,0.004583871,0.002005443,0.005586592,0,0.001575705,0.006159576,0.003318531,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV4614,0,0.001718951,0,0,0,0,0.000286492,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__unclassified_g__Phalansterium
ASV7,0.024638304,0.024208566,0.02549778,0.022059877,0.025354534,0.009310987,0.021845008,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita
ASV873,0,0,0,0.003008165,0,0,0.000501361,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV1845,0,0,0,0,0.001862197,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea
ASV392,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV340,0,0.00071623,0.001289214,0,0,0,0.000334241,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.
ASV10,0.026357255,0.032087094,0.027216731,0.029795158,0.030511388,0.011746168,0.026285632,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV1012,0,0.001145968,0,0.00071623,0.000572984,0.000286492,0.000453612,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.
ASV959,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV1038,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.
ASV56,0.021773385,0.010600201,0.006446068,0.01203266,0.005873084,0.015184071,0.011984912,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV23,0.006446068,0.011746168,0.010886692,0.014611087,0.01131643,0.007305544,0.010385332,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Proleptomonadidae,g__Proleptomonas,s__Proleptomonas_faecicola
ASV231,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
ASV2257,0.009883971,0,0,0,0,0,0.001647329,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV2269,0.004010887,0,0,0,0,0,0.000668481,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__unclassified_o__Glissomonadida,g__unclassified_o__Glissomonadida,s__unclassified_o__Glissomonadida
ASV1825,0,0,0,0,0.003437903,0.002864919,0.00105047,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV422,0,0,0.000429738,0,0,0.001289214,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Viridiraptor,s__Viridiraptor_invadens
ASV1930,0,0,0,0,0.000859476,0.000286492,0.000190995,Pro,p__Conosa,c__Mycetozoa-Myxogastrea,o__Trichiales,f__Trichiaceae,g__Perichaena,s__Perichaena_depressa
ASV1891,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Ciliophora,c__Heterotrichea,o__Heterotrichida,f__Blepharismidae,g__Blepharisma,s__unclassified_g__Blepharisma
ASV2321,0.001289214,0,0,0,0,0,0.000214869,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Vampyrellida_X,g__unclassified_f__Vampyrellida_X,s__unclassified_f__Vampyrellida_X
ASV864,0,0,0,0.003008165,0,0,0.000501361,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV966,0,0,0,0.001289214,0,0,0.000214869,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV2386,0.000859476,0,0,0,0,0.000859476,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea
ASV1000,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV1530,0,0,0,0,0.000859476,0.000286492,0.000190995,Pro,p__Ciliophora,c__Colpodea,o__Bursariomorphida,f__Bryometopidae,g__Bryometopus,s__Bryometopus_pseudochilodon
ASV2273,0.003581149,0,0,0,0,0,0.000596858,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita
ASV48,0.002148689,0.004297379,0.008308265,0.003008165,0.006302822,0.003008165,0.004512248,Pro,p__Cercozoa,c__Novel-clade-10-12,o__Tremulida,f__Tremulidae,g__Tremula,s__Tremula_longifila
ASV921,0.00143246,0,0,0.001718951,0,0,0.000525235,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV2304,0.001862197,0,0,0,0,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__unclassified_g__Cercomonas
ASV2312,0.001289214,0,0,0,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Viridiraptor,s__unclassified_g__Viridiraptor
ASV298,0,0.00143246,0.001145968,0.002148689,0.00143246,0.00071623,0.001145968,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Neocercomonas,s__Neocercomonas_jutlandica
ASV4605,0,0.00143246,0,0,0,0,0.000238743,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Hartmannella,s__unclassified_g__Hartmannella
ASV1489,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.
ASV455,0,0,0.000143246,0.001289214,0,0,0.000238743,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.
ASV2399,0.00071623,0,0,0,0,0.000429738,0.000190995,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV320,0.002291935,0.00071623,0.00143246,0,0.000572984,0.000859476,0.000978848,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_sp.
ASV1052,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV132,0,0.002291935,0.003437903,0,0.00143246,0.000286492,0.001241465,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.
ASV914,0,0,0,0.002291935,0,0,0.000381989,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV1819,0,0,0,0,0.00673256,0,0.001122093,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV96,0.004010887,0.003294657,0.004583871,0.0053001,0.003294657,0.001718951,0.003700521,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.
ASV54,0.008738003,0.033519553,0.007162298,0.005156854,0.008451511,0.416845724,0.079978991,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae
ASV188,0.039965621,0.00673256,0.003151411,0,0.01733276,0.000859476,0.011340305,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Oxytricha,s__Oxytricha_sp.
ASV3,0.079071766,0.047557656,0.079215012,0.097550494,0.056725398,0.041111589,0.066871986,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV388,0.003581149,0,0.00071623,0.000572984,0.001002722,0.000859476,0.001122094,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__unclassified_g__Filamoeba
ASV1445,0,0.00071623,0,0,0.000286492,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV363,0,0.004870362,0.000859476,0.001289214,0.001862197,0.001145968,0.001671203,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae
ASV1854,0.001145968,0,0,0,0.001575705,0,0.000453612,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Pseudourostylidae,g__Pseudourostyla,s__Pseudourostyla_franzi
ASV72,0,0.004297379,0.005156854,0.003724395,0.005873084,0,0.003175285,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.
ASV2910,0,0,0,0,0,0.007305544,0.001217591,Pro,p__Lobosa,c__Lobosa_X,o__Lobosa_XX,f__LKM74-lineage,g__LKM74-lineage_X,s__LKM74-lineage_X_sp.
ASV25,0.010886692,0.009597479,0.01346512,0.010027217,0.009310987,0.004870362,0.009692976,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV1404,0.003724395,0,0,0,0.00071623,0,0.000740104,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV1392,0,0,0,0,0.002435181,0.002005443,0.000740104,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV844,0,0,0,0.004870362,0.006875806,0,0.001957695,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV1060,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas
ASV842,0,0,0,0.0053001,0.002578427,0,0.001313088,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV2309,0.001718951,0,0,0,0,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa
ASV1841,0,0,0,0,0.002005443,0,0.000334241,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV906,0,0,0,0.002005443,0,0,0.000334241,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__unclassified_g__Phalansterium
ASV960,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV273,0,0,0.001289214,0.001145968,0.000572984,0.000429738,0.000572984,Pro,p__Ciliophora,c__Phyllopharyngea,o__Cyrtophoria,f__Chilodonellidae,g__Chilodonellidae_X,s__Chilodonellidae_X_sp.
ASV3298,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV1054,0,0,0,0.000429738,0,0.00071623,0.000190995,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV1830,0,0,0,0,0.004583871,0,0.000763979,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Hartmannella,s__Hartmannella_sp.
ASV1827,0.007162298,0,0,0,0.004297379,0,0.001909946,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX
ASV3257,0,0,0,0,0,0.002721673,0.000453612,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae
ASV2348,0.001145968,0,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.
ASV4307,0,0.002435181,0,0,0,0,0.000405864,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.
ASV2284,0.002578427,0,0,0,0,0,0.000429738,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV350,0.002578427,0.00071623,0.000859476,0.002864919,0.000859476,0.000429738,0.001384711,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV1452,0,0,0,0,0.002005443,0,0.000334241,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Gonostomum,s__Gonostomum_strenuum
ASV4623,0,0.001289214,0,0,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
ASV149,0.003151411,0.003437903,0.003294657,0.003724395,0,0.00071623,0.002387433,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV4601,0,0.002721673,0,0,0,0,0.000453612,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV59,0.01346512,0.00744879,0.00744879,0.017619252,0.005013608,0.007162298,0.009692976,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV50,0.011173184,0.00673256,0.007592036,0.013178628,0.00744879,0.009740725,0.009310987,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__Flamella_arnhemensis
ASV1838,0,0,0,0,0.002148689,0,0.000358115,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.
ASV4649,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV201,0,0.00071623,0.002148689,0,0.000286492,0.002291935,0.000907224,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella
ASV2351,0.001145968,0,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_caudratti
ASV1928,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Lobosa,c__Lobosa_X,o__Centramoebida,f__Acanthamoebidae,g__Protacanthamoeba,s__Protacanthamoeba_bohemica
ASV997,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Eukaryota_XX,c__Eukaryota_XXX,o__Eukaryota_XXXX,f__Eukaryota_XXXXX,g__Eukaryota_XXXXXX,s__Eukaryota_XXXXXX_sp.
ASV1421,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV523,0.001862197,0.000286492,0.000143246,0,0,0,0.000381989,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
ASV1711,0.002005443,0,0,0,0,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__unclassified_g__Paracercomonas
ASV2550,0,0.002435181,0,0,0,0,0.000405864,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV15,0,0,0.020197679,0,0,0,0.00336628,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae
